"","...1","playerID","Player","votedBy","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","PrimaryTeam","PrimaryLg","all_star","gold_glove","lou_gehrig_memorial_award","most_valuable_player","tsn_player_of_the_year","hutch_award","tsn_fireman_of_the_year","silver_slugger","hank_aaron_award","rookie_of_the_year","baseball_magazine_all_star","pitching_triple_crown","rolaids_relief_man_award","tsn_major_league_player_of_the_year","alcs_mvp","all_star_game_mvp","babe_ruth_award","tsn_pitcher_of_the_year","cy_young_award","nlcs_mvp","roberto_clemente_award","world_series_mvp","tsn_reliever_of_the_year","comeback_player_of_the_year","branch_rickey_award","reliever_of_the_year_award","triple_crown","tsn_guide_mvp","outstanding_dh_award","AVG","OBP","1B","SLG","Steroids","nice_guy_awards","Pos","war","all_stars"
"687",687,"roberbi01","Bip Roberts","Veterans",1202,4147,663,1220,203,31,30,352,264,95,396,548,19,30,27,31,59,"SDN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.294,0.355,956,0.38,0,0,"2B",20.5,1
"688",688,"roberbr01","Brian Roberts","BBWAA",1418,5531,850,1527,367,39,97,542,285,73,609,844,26,13,48,49,82,"BAL","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.276,0.344,1024,0.409,0,0,"2B",29.5,2
"689",689,"roberda01","Dave Robertson","Veterans",804,2830,366,812,117,44,47,364,94,NA,113,262,NA,15,76,NA,NA,"NY1","NL",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.287,0.31,604,0.409,0,0,"RF",10.5,0
"690",690,"robined01","Eddie Robinson","Veterans",1315,4282,546,1146,172,24,172,723,10,12,521,359,NA,50,33,NA,100,"CLE","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.268,0.351,778,0.44,0,0,"1B",14.8,4
"691",691,"rodriau01","Aurelio Rodriguez","Veterans",2017,6611,612,1570,287,46,124,648,35,31,324,943,37,27,82,34,167,"DET","AL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.237,0.271,1113,0.351,0,0,"3B",15.1,0
"692",692,"rodrihe02","Henry Rodriguez","Veterans",950,3031,389,784,176,9,160,523,10,14,276,803,33,11,2,23,53,"LAN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.259,0.32,439,0.481,0,0,"LF",2.4,1
"693",693,"rojasco01","Cookie Rojas","Veterans",1822,6309,713,1660,254,25,54,593,74,68,396,489,30,20,87,59,181,"KCA","NL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.263,0.302,1327,0.337,0,0,"2B",9.1,5
"694",694,"rolfere01","Red Rolfe","Veterans",1175,4827,942,1394,257,67,69,497,44,20,526,335,NA,10,42,NA,NA,"NYA","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.289,0.357,1001,0.413,0,0,"3B",29.1,4
"695",695,"rolliri01","Rich Rollins","Veterans",1002,3303,419,887,125,20,77,399,17,10,266,410,23,39,45,22,80,"MIN","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.269,0.324,665,0.388,0,0,"3B",11.8,2
"696",696,"rosarbu01","Buddy Rosar","Veterans",988,3198,335,836,147,15,18,367,17,18,315,161,NA,10,48,NA,97,"PHA","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.261,0.325,656,0.334,0,0,"C",14.4,5
"697",697,"rosebjo01","John Roseboro","Veterans",1585,4847,512,1206,190,44,104,548,67,56,547,677,110,36,44,53,76,"LAN","NL",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.249,0.324,868,0.371,0,0,"C",22.4,6
"698",698,"rosenal01","Al Rosen","Veterans",1044,3725,603,1063,165,20,192,717,39,33,587,385,NA,27,9,NA,121,"CLE","AL",4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.285,0.386,686,0.495,0,0,"3B",32.4,4
"699",699,"rosengo01","Goody Rosen","Veterans",551,1916,310,557,71,34,22,197,12,NA,218,166,NA,4,25,NA,22,"BRO","NL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.291,0.36,430,0.398,0,0,"CF",NA,NA
"700",700,"rosepe01","Pete Rose","Veterans",3562,14053,2165,4256,746,135,160,1314,198,149,1566,1143,167,107,56,79,247,"CIN","NL",17,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,0.303,0.374,3215,0.409,0,3,"1B",79.6,17
"701",701,"rossco01","Cody Ross","BBWAA",1073,3453,449,904,211,13,132,508,33,13,282,800,18,40,4,27,77,"FLO","NL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0.262,0.322,548,0.445,0,0,"RF",13.5,0
"702",702,"rowanaa01","Aaron Rowand","Veterans",1358,4374,613,1193,267,18,136,536,67,30,261,914,23,126,31,25,114,"CHA","NL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.273,0.328,772,0.435,0,0,"CF",20.9,1
"703",703,"rudijo01","Joe Rudi","Veterans",1547,5556,684,1468,287,39,179,810,25,15,369,870,59,35,65,51,129,"OAK","AL",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.308,963,0.427,0,0,"LF",25.5,3
"704",704,"ruizca01","Carlos Ruiz","BBWAA",1137,3539,405,935,223,7,71,415,25,10,403,499,62,78,27,22,106,"PHI","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.348,634,0.391,0,0,"C",22.5,1
"705",705,"runnepe01","Pete Runnels","Veterans",1799,6373,876,1854,282,64,49,630,37,51,844,627,NA,28,49,NA,174,"WS1","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.291,0.374,1459,0.378,0,0,"1B",29.8,5
"706",706,"russebi01","Bill Russell","Veterans",2181,7318,796,1926,293,57,46,627,167,69,483,667,106,36,132,51,174,"LAN","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.263,0.305,1530,0.338,0,0,"SS",31.4,3
"707",707,"ryanco01","Connie Ryan","Veterans",1184,3982,535,988,181,42,56,381,69,NA,518,514,NA,14,81,NA,92,"BSN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.248,0.331,709,0.357,0,0,"2B",17.6,1
"708",708,"salmoti01","Tim Salmon","Veterans",1672,5934,986,1674,339,24,299,1016,48,42,970,1360,45,67,0,68,98,"ANA","AL",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.282,0.385,1012,0.498,0,1,"RF",40.5,0
"709",709,"samueju01","Juan Samuel","Veterans",1720,6081,873,1578,287,102,161,703,396,143,440,1442,38,74,27,42,81,"PHI","NL",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.259,0.314,1028,0.42,0,0,"2B",17,3
"710",710,"sandere02","Reggie Sanders","Veterans",1777,6241,1037,1666,341,60,305,983,304,115,674,1614,49,71,14,43,121,"CIN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.267,0.342,960,0.487,0,0,"RF",39.8,1
"711",711,"sandopa01","Pablo Sandoval","BBWAA",1380,4609,548,1279,262,21,153,639,12,13,357,757,55,31,4,51,149,"SFN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,0.278,0.33,843,0.443,0,0,"3B",19,2
"712",712,"sanguma01","Manny Sanguillen","Veterans",1448,5062,566,1500,205,57,65,585,35,38,223,331,96,23,28,44,144,"PIT","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.296,0.325,1173,0.398,0,0,"C",27.5,3
"713",713,"santaca01","Carlos Santana","BBWAA",1784,6329,917,1533,334,16,278,925,48,18,1148,1246,62,34,0,56,159,"CLE","AL",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.242,0.359,905,0.432,0,0,"1B",32.8,1
"714",714,"santibe01","Benito Santiago","Veterans",1978,6951,755,1830,323,41,217,920,91,69,430,1270,52,38,26,70,204,"SDN","NL",5,3,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0.263,0.306,1249,0.415,0,0,"C",27.4,5
"715",715,"sauerha01","Hank Sauer","Veterans",1399,4796,709,1278,200,19,288,876,11,NA,561,714,NA,34,9,NA,107,"CHN","NL",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.266,0.347,771,0.496,0,0,"LF",25.1,2
"716",716,"saxst01","Steve Sax","Veterans",1769,6940,913,1949,278,47,54,550,444,178,556,584,47,24,75,37,146,"LAN","NL",5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.281,0.331,1570,0.358,0,0,"2B",25.7,5
"717",717,"schanwa01","Wally Schang","Veterans",1842,5307,769,1506,264,90,59,710,121,NA,849,573,NA,107,160,NA,NA,"PHA","AL",3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.284,0.383,1093,0.401,0,0,"C",47.9,0
"718",718,"scheiri01","Richie Scheinblum","Veterans",462,1218,131,320,52,9,13,127,0,6,149,135,11,6,7,12,44,"CLE","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.263,0.341,246,0.352,0,0,"RF",1.5,1
"719",719,"schmiwa01","Walter Schmidt","Veterans",766,2411,216,619,63,20,3,234,57,NA,137,105,NA,15,72,NA,NA,"PIT","NL",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.293,533,0.303,0,0,"C",5.6,0
"720",720,"schoojo01","Jonathan Schoop","BBWAA",1133,4183,542,1066,210,7,174,537,15,4,182,992,4,61,7,31,121,"BAL","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.255,0.293,675,0.433,0,0,"2B",20.1,1
"721",721,"schulfr01","Frank Schulte","Veterans",1806,6533,906,1766,288,124,92,792,233,NA,545,757,NA,56,279,NA,NA,"CHN","NL",3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.27,0.319,1262,0.395,0,0,"RF",23.7,0
"722",722,"sciosmi01","Mike Scioscia","Veterans",1441,4373,398,1131,198,12,68,446,29,24,567,307,101,22,57,37,106,"LAN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.259,0.34,853,0.356,0,0,"C",26.1,2
"723",723,"scottge02","George Scott","Veterans",2034,7433,957,1992,306,60,271,1051,69,57,699,1418,85,53,22,62,277,"BOS","AL",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.268,0.332,1355,0.435,0,0,"1B",36.6,3
"724",724,"scutama01","Marco Scutaro","BBWAA",1391,4887,683,1355,269,21,77,509,55,22,474,570,7,22,58,45,117,"OAK","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0.277,0.337,988,0.388,0,0,"SS",22.1,1
"725",725,"seageky01","Kyle Seager","BBWAA",1480,5561,705,1395,309,14,242,807,55,27,533,1120,35,63,5,42,107,"SEA","AL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.251,0.321,830,0.442,0,0,"3B",36.9,1
"726",726,"segurje01","Jean Segura","BBWAA",1328,5195,712,1479,232,45,107,492,205,71,301,777,24,63,27,24,131,"MIL","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.285,0.329,1095,0.408,0,0,"SS",28,2
"727",727,"seitzke01","Kevin Seitzer","Veterans",1439,5278,739,1557,285,35,74,613,80,49,669,617,31,35,39,41,133,"KCA","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.295,0.373,1163,0.404,0,0,"3B",28.8,2
"728",728,"semiema01","Marcus Semien","BBWAA",1181,4575,683,1166,240,29,186,565,106,33,445,997,5,14,7,27,80,"OAK","AL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.255,0.321,711,0.442,0,0,"SS",34.8,1
"729",729,"seminan01","Andy Seminick","Veterans",1304,3921,495,953,139,26,164,556,23,NA,582,780,NA,40,27,NA,118,"PHI","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.243,0.345,624,0.417,0,0,"C",21.5,1
"730",730,"sewellu01","Luke Sewell","Veterans",1630,5383,653,1393,272,56,20,696,65,44,486,307,NA,27,145,NA,NA,"CLE","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.259,0.316,1045,0.341,0,0,"C",4.7,1
"731",731,"sexsori01","Richie Sexson","Veterans",1367,4928,748,1286,260,17,306,943,14,13,588,1313,31,52,0,36,144,"CLE","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.261,0.344,703,0.507,0,0,"1B",18,2
"732",732,"siebedi01","Dick Siebert","Veterans",1035,3917,439,1104,204,40,32,482,30,NA,276,185,NA,15,43,NA,NA,"PHA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.282,0.328,828,0.379,0,0,"1B",7.3,1
"733",733,"siebeno01","Norm Siebern","Veterans",1406,4481,662,1217,206,38,132,636,18,25,708,748,47,10,20,48,64,"KC1","AL",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.272,0.367,841,0.423,0,0,"1B",21,4
"734",734,"sierrru01","Ruben Sierra","Veterans",2186,8044,1084,2152,428,59,306,1322,142,52,610,1239,102,7,1,120,193,"TEX","AL",4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.268,0.315,1359,0.45,0,0,"RF",16.8,4
"735",735,"sievero01","Roy Sievers","Veterans",1887,6387,945,1703,292,42,318,1147,14,19,841,920,NA,51,15,NA,164,"WS1","AL",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.267,0.356,1051,0.475,0,0,"1B",25.5,5
"736",736,"simmoan01","Andrelton Simmons","BBWAA",1226,4441,501,1169,201,23,70,444,72,24,304,461,15,26,16,29,163,"LAA","AL",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.263,0.311,875,0.366,0,0,"SS",37.3,0
"737",737,"singlke01","Ken Singleton","Veterans",2082,7189,985,2029,317,25,246,1065,21,36,1263,1246,125,17,29,60,248,"BAL","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0.282,0.387,1441,0.436,0,1,"RF",41.8,3
"738",738,"sizemgr01","Grady Sizemore","BBWAA",1101,4147,660,1098,252,47,150,518,143,47,483,952,34,67,8,19,49,"CLE","AL",3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.265,0.349,649,0.457,0,0,"CF",27.8,3
"739",739,"sizemte01","Ted Sizemore","Veterans",1411,5011,577,1311,188,21,23,430,59,46,469,350,60,20,110,38,138,"SLN","NL",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.262,0.319,1079,0.321,0,0,"2B",16.1,0
"740",740,"skinnbo01","Bob Skinner","Veterans",1381,4318,642,1198,197,58,103,531,67,36,485,646,NA,17,33,20,81,"PIT","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.277,0.349,840,0.421,0,0,"LF",16.6,3
"741",741,"skowrbi01","Bill Skowron","Veterans",1658,5547,681,1566,243,53,211,888,16,18,383,870,NA,54,17,45,192,"NYA","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.282,0.331,1059,0.459,0,0,"1B",27.1,8
"742",742,"smallro02","Roy Smalley","Veterans",1653,5657,745,1454,244,25,163,694,27,34,771,908,47,14,98,54,121,"MIN","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.34,1022,0.395,0,0,"SS",27.9,1
"743",743,"smithal04","Al Smith","Veterans",1517,5357,843,1458,258,46,164,676,67,43,674,768,NA,63,35,NA,127,"CLE","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.272,0.358,990,0.429,0,0,"RF",20.8,3
"744",744,"smithea02","Earl Smith","Veterans",860,2264,225,686,115,19,46,355,18,NA,247,106,NA,11,47,NA,NA,"NY1","NL",3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.303,0.367,506,0.432,0,0,"C",12.1,0
"745",745,"smithha09","Hal Smith","Veterans",570,1697,126,437,63,8,23,172,6,8,102,128,33,3,13,7,50,"SLN","NL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.258,0.297,343,0.345,0,0,"C",NA,NA
"746",746,"smithlo01","Lonnie Smith","Veterans",1613,5170,909,1488,273,58,98,533,370,140,623,849,19,92,21,46,69,"ATL","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.288,0.37,1059,0.42,0,0,"LF",38.5,1
"747",747,"smithre06","Reggie Smith","Veterans",1987,7033,1123,2020,363,57,314,1092,137,86,890,1030,115,33,8,86,150,"BOS","NL",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.287,0.366,1286,0.489,0,0,"RF",64.5,7
"748",748,"smoakju01","Justin Smoak","BBWAA",1286,4153,505,951,196,2,196,570,3,3,552,1122,20,25,0,20,110,"SEA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.229,0.322,557,0.419,0,0,"1B",6.9,1
"749",749,"snowjt01","J. T. Snow","Veterans",1716,5641,798,1509,293,19,189,877,20,23,760,1142,61,64,24,64,135,"SFN","NL",NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.268,0.356,1008,0.427,0,0,"1B",NA,NA
"750",750,"snydefr01","Frank Snyder","Veterans",1392,4229,331,1122,170,44,47,525,37,NA,281,416,NA,11,98,NA,NA,"SLN","NL",3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.265,0.306,861,0.36,0,0,"C",17.7,0
"751",751,"solando01","Donovan Solano","BBWAA",686,2058,205,572,101,8,27,206,13,4,129,404,7,29,14,17,44,"MIA","NL",NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.278,0.325,436,0.374,0,0,"2B",NA,NA
"752",752,"soriaal01","Alfonso Soriano","BBWAA",1975,7750,1152,2095,481,31,412,1159,289,84,496,1803,68,86,9,54,123,"CHN","AL",7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.27,0.319,1171,0.5,0,0,"LF",28.6,7
"753",753,"sotoge01","Geovany Soto","BBWAA",797,2522,308,619,146,4,108,361,3,5,311,673,17,17,7,19,73,"CHN","NL",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.245,0.329,361,0.435,0,0,"C",12,1
"754",754,"speiech01","Chris Speier","Veterans",2260,7156,770,1759,302,50,112,720,42,54,847,988,106,35,73,44,183,"SFN","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.246,0.324,1295,0.349,0,0,"SS",30.6,3
"755",755,"spencji01","Jim Spencer","Veterans",1553,4908,541,1227,179,27,146,599,11,19,407,582,86,17,35,42,124,"CAL","AL",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,0.305,875,0.387,0,0,"1B",2.7,1
"756",756,"spencst01","Stan Spence","Veterans",1112,3871,541,1090,196,60,95,575,21,23,520,248,NA,19,36,NA,67,"WS1","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.282,0.366,739,0.437,0,0,"CF",22.8,4
"757",757,"spraged02","Ed Sprague","Veterans",1203,4095,506,1010,225,12,152,558,6,12,358,833,21,91,6,37,106,"TOR","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.247,0.318,621,0.419,0,0,"3B",5.7,1
"758",758,"squirmi01","Mike Squires","Veterans",779,1580,211,411,53,10,6,141,45,28,143,108,13,5,38,12,31,"CHA","AL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.26,0.314,342,0.318,0,0,"1B",0.3,0
"759",759,"stanaos01","Oscar Stanage","Veterans",1096,3503,248,819,123,34,8,321,30,NA,219,NA,NA,25,98,NA,NA,"DET","AL",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.234,0.276,654,0.295,0,0,"C",4,0
"760",760,"stanked01","Eddie Stanky","Veterans",1259,4301,811,1154,185,35,29,364,48,NA,996,374,NA,35,103,NA,62,"BRO","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.268,0.402,905,0.348,0,0,"2B",41.4,3
"761",761,"stanlmi01","Mickey Stanley","Veterans",1516,5022,641,1243,201,48,117,500,44,23,371,564,32,8,42,34,133,"DET","AL",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.248,0.296,877,0.377,0,0,"CF",17.3,0
"762",762,"stanlmi02","Mike Stanley","Veterans",1467,4222,625,1138,220,7,187,702,13,4,652,929,25,48,15,52,108,"TEX","AL",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.27,0.368,724,0.458,0,0,"C",20.9,1
"763",763,"stantmi03","Giancarlo Stanton","BBWAA",1434,5237,815,1383,272,11,378,971,42,15,697,1696,83,49,0,36,125,"MIA","NL",5,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.354,722,0.537,0,0,"RF",44.7,5
"764",764,"staubru01","Rusty Staub","Veterans",2951,9720,1189,2716,499,47,292,1466,47,33,1255,888,193,79,56,119,297,"NYN","NL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.279,0.361,1878,0.431,0,0,"RF",45.8,6
"765",765,"stearjo01","John Stearns","Veterans",810,2681,334,696,152,10,46,312,91,51,323,294,25,25,23,30,80,"NYN","NL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.26,0.339,488,0.375,0,0,"C",19.7,4
"766",766,"steinte01","Terry Steinbach","Veterans",1546,5369,638,1453,273,21,162,745,23,22,418,938,31,48,15,46,177,"OAK","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.271,0.325,997,0.42,0,0,"C",28,3
"767",767,"stephve01","Vern Stephens","Veterans",1720,6497,1001,1859,307,42,247,1174,25,22,692,685,NA,6,37,NA,169,"SLA","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.286,0.354,1263,0.46,0,0,"SS",46.2,8
"768",768,"stillku01","Kurt Stillwell","Veterans",998,3125,362,779,151,30,34,310,38,29,274,455,22,18,34,27,50,"KCA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.249,0.308,564,0.349,0,0,"SS",3.1,1
"769",769,"stirnsn01","Snuffy Stirnweiss","Veterans",1028,3695,604,989,157,68,29,281,134,55,541,447,NA,6,50,NA,73,"NYA","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.268,0.358,735,0.371,0,0,"2B",27.4,2
"770",770,"stockmi01","Milt Stock","Veterans",1628,6249,839,1806,270,58,22,696,155,NA,455,321,NA,13,234,NA,NA,"SLN","NL",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.289,0.327,1456,0.361,0,0,"3B",22.7,0
"771",771,"strawda01","Darryl Strawberry","Veterans",1583,5418,898,1401,256,38,335,1000,221,99,816,1352,131,38,1,53,64,"NYN","NL",8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.259,0.356,772,0.505,0,0,"RF",42.2,8
